,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,lnum_compromised,lroot_shell,lsu_attempted,lnum_root,lnum_file_creations,lnum_shells,lnum_access_files,lnum_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
6010,0,1,45,6,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,0,0,0,0,0,255,2,0,0,0,0,0,0,0,0,DoS
6011,1,1,18,9,1234,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,119,0.47,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Spoofing
6012,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6013,0,1,22,9,317,1017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,Normal
6014,10,1,27,9,528,5531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,Escalation of Privileges
6015,0,1,22,9,240,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,Normal
6016,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6017,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6018,0,1,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Repudiation
6019,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Spoofing
6020,66,1,56,9,276,1686,0,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,93,7,0,0,0,0,0,0,0,0,Escalation of Privileges
6021,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,DoS
6022,1,1,56,2,126,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,45,45,0,0,0,0,0,0,0,0,Information Disclosure
6023,0,1,19,9,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,39,1.0,0.0,1.0,0.08,0.0,0.03,0.0,0.0,Spoofing
6024,0,1,45,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,9,0,0,0,0,0,0,0,255,6,0,0,0,0,0,0,0,0,DoS
6025,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6026,0,1,48,3,150,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,39,44,1,0,0,0,0,0,0,0,Information Disclosure
6027,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Spoofing
6028,0,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,255,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Repudiation
6029,0,1,19,9,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,21,1,0,1,0,0,0,0,0,Information Disclosure
6030,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6031,150,1,56,9,1587,6707,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,Escalation of Privileges
6032,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0,0,DoS
6033,0,1,22,9,234,7355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,0.0,0.0,0.0,0.0,1.0,0.0,0.19,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
6034,0,1,45,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,15,0,0,0,0,0,0,0,255,10,0,0,0,0,0,0,0,0,DoS
6035,81,1,39,9,865,6349,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,Escalation of Privileges
6036,2120,2,40,9,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,4,0.02,0.56,0.95,0.0,0.0,0.0,0.0,0.0,Normal
6037,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6038,0,1,43,4,166,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,33,39,1,0,0,0,0,0,0,0,Information Disclosure
6039,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0.0,0.97,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.0,0.0,0.98,1.0,Tampering
6040,0,2,40,9,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.33,0.67,0.0,255,1,0.0,0.83,0.99,0.0,0.0,0.0,0.0,0.0,Normal
6041,0,1,45,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,DoS
6042,17,1,25,9,203,564,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,52,1,0,0,0,0,0,0,0,0,Escalation of Privileges
6043,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6044,0,1,22,9,206,3376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,255,1.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,Normal
6045,0,1,45,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,0,0,0,0,0,0,0,255,10,0,0,0,0,0,0,0,0,DoS
6046,0,1,45,7,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,255,6,0,0,0,0,0,0,0,0,DoS
6047,26,1,56,9,136,1323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,Escalation of Privileges
6048,0,1,22,9,296,2994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,25,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
6049,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6050,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Spoofing
6051,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6052,0,1,45,7,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,0,0,0,0,0,0,0,255,7,0,0,0,0,0,0,0,0,DoS
6053,0,1,19,9,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,61,1.0,0.0,1.0,0.11,0.2,0.02,0.0,0.0,Spoofing
6054,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6055,0,1,45,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13,0,0,0,0,0,0,0,255,9,0,0,0,0,0,0,0,0,DoS
6056,914,1,43,7,832346,1827,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,16,1,0,0,0,0,0,0,0,Information Disclosure
6057,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Repudiation
6058,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6059,0,2,39,9,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,3,0.1,0.07,0.1,0.0,0.0,0.0,0.0,0.0,Normal
6060,0,1,45,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,0,0,0,0,0,0,255,9,0,0,0,0,0,0,0,0,DoS
6061,0,1,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,18,0,0,0,0,0,0,0,255,11,0,0,0,0,0,0,0,0,DoS
6062,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.25,0.0,0.75,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.35,0.0,0.65,1.0,Repudiation
6063,0,1,45,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,13,0,0,0,0,0,0,0,255,9,0,0,0,0,0,0,0,0,DoS
6064,0,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,153,1,0.01,0.37,0.36,0.0,0.0,0.0,0.35,1.0,Repudiation
6065,33,1,39,9,1846,3617,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,113,34,0,0,0,0,0,0,0,0,Information Disclosure
6066,0,1,19,9,277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,32,1,0,1,0,0,0,0,0,Information Disclosure
6067,44,1,56,9,265,2344,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,250,2,0,0,0,0,0,0,0,0,Escalation of Privileges
6068,2,1,18,9,1199,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215,43,0.2,0.02,0.0,0.0,0.0,0.0,0.01,0.0,Spoofing
6069,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.25,0.0,0.75,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.32,0.0,0.68,1.0,Repudiation
6070,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,Spoofing
6071,0,1,22,9,369,1472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,Normal
6072,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6073,0,1,45,7,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0,0,255,7,0,0,0,0,0,0,0,0,DoS
6074,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,31,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,Spoofing
6075,34,1,56,9,167,1587,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,61,2,0,0,0,0,0,0,0,0,Escalation of Privileges
6076,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,21,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,Spoofing
6077,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.13,0.0,0.0,1.0,0.78,Normal
6078,2,1,18,9,1268,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,254,82,0.32,0.02,0.0,0.0,0.0,0.0,0.01,0.0,Spoofing
6079,1,1,19,9,471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,34,1,0,1,0,0,0,0,0,Information Disclosure
6080,0,1,45,7,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,DoS
6081,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0.0,0.92,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.93,1.0,Repudiation
6082,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6083,0,1,45,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,0,0,0,0,0,0,0,255,9,0,0,0,0,0,0,0,0,DoS
6084,0,2,40,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,34,1,0,0,0,0,0,0,0,0,Escalation of Privileges
6085,0,1,48,3,150,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,39,44,1,0,0,0,0,0,0,0,Information Disclosure
6086,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,44,1.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,Spoofing
6087,0,1,45,7,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,255,6,0,0,0,0,0,0,0,0,DoS
6088,0,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,255,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Repudiation
6089,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6090,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0.0,0.92,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.88,1.0,Repudiation
6091,46,1,56,9,217,2195,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,168,1,0,0,0,0,0,0,0,0,Escalation of Privileges
6092,0,1,22,9,319,1404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.09,0.0,0.0,0.0,0.05,Normal
6093,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,10,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,Spoofing
6094,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6095,0,2,40,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,219,1,0,0,0,0,0,0,0,0,Escalation of Privileges
6096,21,1,30,9,1608,3168,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,121,8,0,0,0,0,0,0,0,0,Information Disclosure
6097,0,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,95,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Repudiation
6098,0,1,19,9,0,5634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,Escalation of Privileges
6099,0,1,45,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0,0,DoS
6100,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,41,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,Spoofing
6101,0,2,40,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.79,0.99,0.0,0.0,0.0,0.0,0.0,Normal
6102,1,1,18,9,1170,2447,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120,18,0.15,0.05,0.01,0.0,0.02,0.0,0.07,0.0,Spoofing
6103,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6104,5044,1,19,9,5131424,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,33,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,Spoofing
6105,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,46,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,Spoofing
6106,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6107,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6108,5,1,28,9,34,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,64,0,0,0,0,0,0,0,0,Information Disclosure
6109,169,1,56,9,1567,2857,0,0,0,3,0,1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,Escalation of Privileges
6110,4,1,19,9,832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,30,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,Spoofing
6111,58,1,54,9,280,3980,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,243,4,0,0,0,0,0,0,0,0,Escalation of Privileges
6112,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6113,0,1,22,9,361,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
6114,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6115,265,1,52,8,219796,4154,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,1,0,1,0,0,0,0,0,Information Disclosure
6116,0,2,45,9,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Normal
6117,0,0,13,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,173,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Repudiation
6118,0,1,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.27,1.0,0.73,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.42,1.0,0.58,0.0,Repudiation
6119,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6120,0,1,45,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0,0,DoS
6121,0,1,45,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,DoS
6122,0,1,19,9,246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,11,44,1,0,1,0,0,0,0,0,Information Disclosure
6123,0,1,22,9,333,658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
6124,1,1,18,9,1235,2451,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,184,12,0,0,0,0,0,0,0,0,Information Disclosure
6125,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6126,4,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0.0,0.0,1.0,1.0,0.04,0.56,0.0,255,2,0.01,0.11,0.18,0.0,0.0,0.0,0.85,1.0,Repudiation
6127,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.02,0.0,0.98,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.95,1.0,Repudiation
6128,0,1,45,7,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,0,0,0,0,0,0,255,6,0,0,0,0,0,0,0,0,DoS
6129,1,1,18,9,1223,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194,22,0.11,0.03,0.01,0.0,0.01,0.0,0.01,0.0,Spoofing
6130,2,1,19,9,632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,39,1,0,1,0,0,0,0,0,Information Disclosure
6131,5051,1,19,9,5135678,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,32,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,Spoofing
6132,0,0,14,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
6133,0,1,19,9,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,91,47,0,0,0,0,0,0,0,0,Information Disclosure
6134,0,0,14,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tampering
